date,n_dev,n_succ,n_rounds,prop_data_eav,n_class_eav,class_dist_eav,greedy,eaves_acc,smart_eaves_accuracy,learner_acc,learning_queries
2023-08-14_22:10:38,20,30,120,1,5,0.9,False,0.925, 0.9613636363636363, 0.9257142857142859, 42
2023-08-14_22:11:12,20,30,120,1,5,0.9,True,0.8477272727272728, 0.3886363636363636, 0.8154761904761904, 49
2023-08-14_22:13:01,20,30,120,1,5,0.5,False,0.925, 0.9772727272727273, 0.9257142857142859, 42
2023-08-14_22:13:37,20,30,120,1,5,0.5,True,0.8477272727272728, 0.3886363636363636, 0.8154761904761904, 49
2023-08-14_22:15:37,20,30,120,1,8,0.99,False,0.9295454545454546, 0.9431818181818182, 0.930595238095238, 35
2023-08-14_22:16:14,20,30,120,1,8,0.99,True,0.8636363636363636, 0.3840909090909091, 0.8309523809523809, 48
2023-08-14_22:18:13,20,30,120,1,8,0.9,False,0.9295454545454546, 0.975, 0.930595238095238, 35
2023-08-14_22:18:49,20,30,120,1,8,0.9,True,0.8636363636363636, 0.3840909090909091, 0.8309523809523809, 48
2023-08-14_22:20:48,20,30,120,1,8,0.8,False,0.9295454545454546, 0.975, 0.930595238095238, 35
2023-08-14_22:21:24,20,30,120,1,8,0.8,True,0.8636363636363636, 0.3840909090909091, 0.8309523809523809, 48
2023-08-14_22:23:05,50,30,120,0.1,2,0.99,False,0.8477272727272728, 0.32045454545454544, 0.8596428571428569, 53
2023-08-14_22:24:12,50,30,120,0.1,2,0.99,True,0.8613636363636363, 0, 0.8402380952380953, 98
2023-08-14_22:25:52,50,30,120,0.1,2,0.9,False,0.8477272727272728, 0.6113636363636363, 0.8596428571428569, 53
2023-08-14_22:27:00,50,30,120,0.1,2,0.9,True,0.8613636363636363, 0, 0.8402380952380953, 98
2023-08-14_22:28:38,50,30,120,0.1,2,0.2,False,0.8477272727272728, 0.8522727272727273, 0.8596428571428569, 53
2023-08-14_22:29:45,50,30,120,0.1,2,0.2,True,0.8613636363636363, 0, 0.8402380952380953, 98
2023-08-14_22:30:46,50,30,120,0.1,5,0.99,False,0.6931818181818182, 0.46136363636363636, 0.6377380952380952, 32
2023-08-14_22:31:55,50,30,120,0.1,5,0.99,True,0.875, 0, 0.838095238095238, 72
2023-08-14_22:32:55,50,30,120,0.1,5,0.9,False,0.6931818181818182, 0.6545454545454545, 0.6377380952380952, 32
2023-08-14_22:34:05,50,30,120,0.1,5,0.9,True,0.875, 0, 0.838095238095238, 72
2023-08-14_22:35:06,50,30,120,0.1,5,0.5,False,0.6931818181818182, 0.8068181818181818, 0.6377380952380952, 32
2023-08-14_22:36:15,50,30,120,0.1,5,0.5,True,0.875, 0, 0.838095238095238, 72
2023-08-14_22:37:55,50,30,120,0.1,8,0.99,False,0.8704545454545455, 0, 0.8564285714285715, 61
2023-08-14_22:39:03,50,30,120,0.1,8,0.99,True,0.8681818181818182, 0, 0.8392857142857143, 99
2023-08-14_22:40:44,50,30,120,0.1,8,0.9,False,0.8704545454545455, 0, 0.8564285714285715, 61
2023-08-14_22:41:53,50,30,120,0.1,8,0.9,True,0.8681818181818182, 0, 0.8392857142857143, 99
2023-08-14_22:43:32,50,30,120,0.1,8,0.8,False,0.8704545454545455, 0, 0.8564285714285715, 61
2023-08-14_22:44:42,50,30,120,0.1,8,0.8,True,0.8681818181818182, 0, 0.8392857142857143, 99
2023-08-14_22:46:26,50,30,120,0.4,2,0.99,False,0.8681818181818182, 0.3181818181818182, 0.8616666666666666, 54
2023-08-14_22:47:35,50,30,120,0.4,2,0.99,True,0.884090909090909, 0, 0.830238095238095, 102
2023-08-14_22:49:18,50,30,120,0.4,2,0.9,False,0.8681818181818182, 0.7340909090909091, 0.8616666666666666, 54
2023-08-14_22:50:26,50,30,120,0.4,2,0.9,True,0.884090909090909, 0, 0.830238095238095, 102
2023-08-14_22:52:09,50,30,120,0.4,2,0.2,False,0.8681818181818182, 0.8954545454545455, 0.8616666666666666, 54
2023-08-14_22:53:16,50,30,120,0.4,2,0.2,True,0.884090909090909, 0, 0.830238095238095, 102
2023-08-14_22:54:55,50,30,120,0.4,5,0.99,False,0.8954545454545455, 0.5954545454545455, 0.8538095238095239, 58
2023-08-14_22:56:05,50,30,120,0.4,5,0.99,True,0.8431818181818181, 0, 0.8330952380952382, 76
2023-08-14_22:57:43,50,30,120,0.4,5,0.9,False,0.8954545454545455, 0.7954545454545454, 0.8538095238095239, 58
2023-08-14_22:58:53,50,30,120,0.4,5,0.9,True,0.8431818181818181, 0, 0.8330952380952382, 76
2023-08-14_23:00:33,50,30,120,0.4,5,0.5,False,0.8954545454545455, 0.9159090909090909, 0.8538095238095239, 58
2023-08-14_23:01:43,50,30,120,0.4,5,0.5,True,0.8431818181818181, 0, 0.8330952380952382, 76
2023-08-14_23:03:27,50,30,120,0.4,8,0.99,False,0.8795454545454545, 0.8045454545454546, 0.8615476190476186, 48
2023-08-14_23:04:35,50,30,120,0.4,8,0.99,True,0.8409090909090909, 0, 0.8319047619047624, 102
2023-08-14_23:06:19,50,30,120,0.4,8,0.9,False,0.8795454545454545, 0.9159090909090909, 0.8615476190476186, 48
2023-08-14_23:07:27,50,30,120,0.4,8,0.9,True,0.8409090909090909, 0, 0.8319047619047624, 102
2023-08-14_23:09:12,50,30,120,0.4,8,0.8,False,0.8795454545454545, 0.9136363636363637, 0.8615476190476186, 48
2023-08-14_23:10:20,50,30,120,0.4,8,0.8,True,0.8409090909090909, 0, 0.8319047619047624, 102
2023-08-14_23:12:14,50,30,120,1,2,0.99,False,0.8363636363636363, 0.3931818181818182, 0.8594047619047616, 44
2023-08-14_23:13:23,50,30,120,1,2,0.99,True,0.8522727272727273, 0, 0.8428571428571427, 77
2023-08-14_23:15:17,50,30,120,1,2,0.9,False,0.8363636363636363, 0.8636363636363636, 0.8594047619047616, 44
2023-08-14_23:16:27,50,30,120,1,2,0.9,True,0.8522727272727273, 0, 0.8428571428571427, 77
2023-08-14_23:18:22,50,30,120,1,2,0.2,False,0.8363636363636363, 0.9545454545454546, 0.8594047619047616, 44
2023-08-14_23:19:32,50,30,120,1,2,0.2,True,0.8522727272727273, 0, 0.8428571428571427, 77
2023-08-14_23:21:13,50,30,120,1,5,0.99,False,0.8613636363636363, 0, 0.8565476190476189, 68
2023-08-14_23:22:22,50,30,120,1,5,0.99,True,0.8636363636363636, 0, 0.8404761904761905, 93
2023-08-14_23:24:02,50,30,120,1,5,0.9,False,0.8613636363636363, 0, 0.8565476190476189, 68
2023-08-14_23:25:10,50,30,120,1,5,0.9,True,0.8636363636363636, 0, 0.8404761904761905, 93
2023-08-14_23:26:51,50,30,120,1,5,0.5,False,0.8613636363636363, 0, 0.8565476190476189, 68
2023-08-14_23:28:01,50,30,120,1,5,0.5,True,0.8636363636363636, 0, 0.8404761904761905, 93
2023-08-14_23:29:39,50,30,120,1,8,0.99,False,0.8886363636363637, 0, 0.8527380952380952, 78
2023-08-14_23:30:47,50,30,120,1,8,0.99,True,0.8613636363636363, 0, 0.8402380952380949, 61
2023-08-14_23:32:28,50,30,120,1,8,0.9,False,0.8886363636363637, 0, 0.8527380952380952, 78
2023-08-14_23:33:36,50,30,120,1,8,0.9,True,0.8613636363636363, 0, 0.8402380952380949, 61
2023-08-14_23:35:16,50,30,120,1,8,0.8,False,0.8886363636363637, 0, 0.8527380952380952, 78
2023-08-14_23:36:26,50,30,120,1,8,0.8,True,0.8613636363636363, 0, 0.8402380952380949, 61
