date,n_dev,n_succ,n_rounds,prop_data_eav,n_class_eav,class_dist_eav,greedy,eaves_acc,smart_eaves_accuracy,learner_acc
2023-07-19_17:02:41,20,30,100,0.1,8,0.9,False,0.9136363636363637, 0.3522727272727273,
2023-07-19_17:04:23,20,30,100,0.1,8,0.9,True,0.9068181818181819, 0,
2023-07-19_17:06:23,20,30,100,0.1,8,0.9,False,0.9431818181818182, 0.9295454545454546,
2023-07-19_17:08:07,20,30,100,0.1,8,0.9,True,0.9272727272727272, 0.95,
2023-07-19_17:10:09,20,30,100,0.1,8,0.9,False,0.9204545454545454, 0.9181818181818182,
2023-07-19_17:12:00,20,30,100,0.1,8,0.9,True,0.9295454545454546, 0.9136363636363637,
2023-07-19_17:14:01,20,30,100,0.1,8,0.9,False,0.9318181818181818, 0.9022727272727272,
2023-07-19_17:15:47,20,30,100,0.1,8,0.9,True,0.9363636363636364, 0.9204545454545454,
2023-07-19_17:17:44,20,30,100,0.1,8,0.9,False,0.9522727272727273, 0.9295454545454546,
2023-07-19_17:19:23,20,30,100,0.1,8,0.9,True,0.9340909090909091, 0,
2023-07-19_17:21:11,20,30,100,0.1,8,0.9,False,0.925, 0.9340909090909091,
2023-07-19_17:22:51,20,30,100,0.1,8,0.9,True,0.9204545454545454, 0.9136363636363637,
2023-07-19_17:24:45,20,30,100,0.1,8,0.3,False,0.9045454545454545, 0.8863636363636364,
2023-07-19_17:26:27,20,30,100,0.1,8,0.3,True,0.9227272727272727, 0,
2023-07-19_17:28:15,20,30,100,0.1,8,0.3,False,0.9363636363636364, 0.8727272727272727,
2023-07-19_17:29:59,20,30,100,0.1,8,0.3,True,0.9159090909090909, 0.8931818181818182,
2023-07-19_17:31:44,20,30,100,0.1,8,0.3,False,0.884090909090909, 0.8818181818181818,
2023-07-19_17:33:31,20,30,100,0.1,8,0.3,True,0.925, 0.9090909090909091,
2023-07-19_17:35:23,20,30,100,0.1,8,0.3,False,0.9181818181818182, 0.865909090909091,
2023-07-19_17:37:01,20,30,100,0.1,8,0.3,True,0.925, 0,
2023-07-19_17:38:50,20,30,100,0.1,8,0.3,False,0.9136363636363637, 0.2840909090909091,
2023-07-19_17:40:30,20,30,100,0.1,8,0.3,True,0.9068181818181819, 0,
2023-07-19_17:42:23,20,30,100,0.1,8,0.3,False,0.9431818181818182, 0.9204545454545454,
2023-07-19_17:44:02,20,30,100,0.1,8,0.3,True,0.9272727272727272, 0.925,
2023-07-19_17:46:01,20,30,100,0.1,8,0.3,False,0.9204545454545454, 0.9204545454545454,
2023-07-19_17:47:47,20,30,100,0.1,8,0.3,True,0.9295454545454546, 0.8727272727272727,
2023-07-19_17:49:48,20,30,100,0.1,8,0.3,False,0.9318181818181818, 0.8613636363636363,
2023-07-19_17:51:41,20,30,100,0.1,8,0.3,True,0.9363636363636364, 0.9159090909090909,
2023-07-19_17:53:39,20,30,100,0.1,8,0.3,False,0.9522727272727273, 0.9045454545454545,
2023-07-19_17:55:17,20,30,100,0.1,8,0.3,True,0.9340909090909091, 0,
2023-07-19_17:57:06,20,30,100,0.1,8,0.3,False,0.925, 0.8931818181818182,
2023-07-19_17:58:46,20,30,100,0.1,8,0.3,True,0.9204545454545454, 0.8795454545454545,
2023-07-19_18:00:39,20,30,100,0.4,2,0.99,False,0.9068181818181819, 0.4909090909090909,
2023-07-19_18:02:20,20,30,100,0.4,2,0.99,True,0.9204545454545454, 0,
2023-07-19_18:04:17,20,30,100,0.4,2,0.99,False,0.95, 0.5977272727272728,
2023-07-19_18:06:01,20,30,100,0.4,2,0.99,True,0.9204545454545454, 0,
2023-07-19_18:07:29,20,30,100,0.4,2,0.99,False,0.8863636363636364, 0.18181818181818182,
2023-07-19_18:09:16,20,30,100,0.4,2,0.99,True,0.9318181818181818, 0,
2023-07-19_18:11:12,20,30,100,0.4,2,0.99,False,0.9136363636363637, 0.2,
2023-07-19_18:12:57,20,30,100,0.4,2,0.99,True,0.9295454545454546, 0,
2023-07-19_18:14:28,20,30,100,0.4,2,0.99,False,0.875, 0.4318181818181818,
2023-07-19_18:16:12,20,30,100,0.4,2,0.99,True,0.9295454545454546, 0,
2023-07-19_18:18:18,20,30,100,0.4,2,0.99,False,0.9477272727272728, 0.5931818181818181,
2023-07-19_18:20:03,20,30,100,0.4,2,0.99,True,0.9568181818181818, 0.6863636363636364,
2023-07-19_18:22:06,20,30,100,0.4,2,0.99,False,0.9431818181818182, 0.18181818181818182,
2023-07-19_18:24:00,20,30,100,0.4,2,0.99,True,0.9318181818181818, 0.7977272727272727,
2023-07-19_18:26:07,20,30,100,0.4,2,0.99,False,0.9295454545454546, 0.5886363636363636,
2023-07-19_18:27:56,20,30,100,0.4,2,0.99,True,0.925, 0,
2023-07-19_18:30:06,20,30,100,0.4,2,0.99,False,0.9386363636363636, 0.4318181818181818,
2023-07-19_18:31:57,20,30,100,0.4,2,0.99,True,0.9318181818181818, 0.4022727272727273,
2023-07-19_18:34:09,20,30,100,0.4,2,0.99,False,0.9227272727272727, 0.5977272727272728,
2023-07-19_18:35:55,20,30,100,0.4,2,0.99,True,0.9295454545454546, 0,
2023-07-19_18:37:55,20,30,100,0.4,2,0.9,False,0.9068181818181819, 0.9318181818181818,
2023-07-19_18:39:38,20,30,100,0.4,2,0.9,True,0.9204545454545454, 0,
2023-07-19_18:41:56,20,30,100,0.4,2,0.9,False,0.95, 0.9,
2023-07-19_18:44:07,20,30,100,0.4,2,0.9,True,0.9204545454545454, 0,
2023-07-19_18:46:04,20,30,100,0.4,2,0.9,False,0.8863636363636364, 0.18181818181818182,
2023-07-19_18:48:25,20,30,100,0.4,2,0.9,True,0.9318181818181818, 0,
2023-07-19_18:50:55,20,30,100,0.4,2,0.9,False,0.9136363636363637, 0.20454545454545456,
2023-07-19_18:53:05,20,30,100,0.4,2,0.9,True,0.9295454545454546, 0,
2023-07-19_18:54:53,20,30,100,0.4,2,0.9,False,0.875, 0.8318181818181818,
2023-07-19_18:56:36,20,30,100,0.4,2,0.9,True,0.9295454545454546, 0,
2023-07-19_18:58:37,20,30,100,0.4,2,0.9,False,0.9477272727272728, 0.865909090909091,
2023-07-19_19:00:18,20,30,100,0.4,2,0.9,True,0.9568181818181818, 0.8909090909090909,
2023-07-19_19:02:18,20,30,100,0.4,2,0.9,False,0.9431818181818182, 0.18181818181818182,
2023-07-19_19:04:07,20,30,100,0.4,2,0.9,True,0.9318181818181818, 0.9113636363636364,
2023-07-19_19:06:13,20,30,100,0.4,2,0.9,False,0.9295454545454546, 0.9454545454545454,
2023-07-19_19:07:58,20,30,100,0.4,2,0.9,True,0.925, 0,
2023-07-19_19:10:02,20,30,100,0.4,2,0.9,False,0.9386363636363636, 0.9409090909090909,
2023-07-19_19:11:50,20,30,100,0.4,2,0.9,True,0.9318181818181818, 0.8886363636363637,
2023-07-19_19:13:57,20,30,100,0.4,2,0.9,False,0.9227272727272727, 0.8545454545454545,
2023-07-19_19:15:39,20,30,100,0.4,2,0.9,True,0.9295454545454546, 0,
2023-07-19_19:17:34,20,30,100,0.4,2,0.3,False,0.9068181818181819, 0.9613636363636363,
2023-07-19_19:19:14,20,30,100,0.4,2,0.3,True,0.9204545454545454, 0,
2023-07-19_19:21:12,20,30,100,0.4,2,0.3,False,0.95, 0.9659090909090909,
2023-07-19_19:22:57,20,30,100,0.4,2,0.3,True,0.9204545454545454, 0,
2023-07-19_19:24:21,20,30,100,0.4,2,0.3,False,0.8863636363636364, 0.32727272727272727,
2023-07-19_19:26:04,20,30,100,0.4,2,0.3,True,0.9318181818181818, 0,
2023-07-19_19:27:54,20,30,100,0.4,2,0.3,False,0.9136363636363637, 0.5931818181818181,
2023-07-19_19:29:37,20,30,100,0.4,2,0.3,True,0.9295454545454546, 0,
2023-07-19_19:31:07,20,30,100,0.4,2,0.3,False,0.875, 0.9477272727272728,
2023-07-19_19:32:53,20,30,100,0.4,2,0.3,True,0.9295454545454546, 0,
2023-07-19_20:11:40,20,30,100,0.1,5,0.99,False,0.9113636363636364, 0.55, 0.9174999999999999
2023-07-19_20:13:20,20,30,100,0.1,5,0.99,True,0.925, 0, 0.9198809523809522
2023-07-19_20:15:22,20,30,100,0.1,5,0.99,False,0.9318181818181818, 0.7295454545454545, 0.9251190476190476
2023-07-19_20:17:07,20,30,100,0.1,5,0.99,True,0.9409090909090909, 0.8545454545454545, 0.9235714285714286
2023-07-19_20:18:59,20,30,100,0.1,5,0.99,False,0.9181818181818182, 0.41818181818181815, 0.9213095238095237
2023-07-19_20:20:41,20,30,100,0.1,5,0.99,True,0.9090909090909091, 0, 0.9188095238095239
2023-07-19_20:23:37,20,30,100,0.1,2,0.2,False,0.8886363636363637, 0.8886363636363637, 0.9148809523809526
2023-07-19_20:25:15,20,30,100,0.1,2,0.2,True,0.9318181818181818, 0.9090909090909091, 0.9203571428571429
2023-07-19_20:27:11,20,30,100,0.1,2,0.2,False,0.9568181818181818, 0.9181818181818182, 0.9201190476190476
2023-07-19_20:28:55,20,30,100,0.1,2,0.2,True,0.9340909090909091, 0.9340909090909091, 0.9214285714285714
2023-07-19_20:30:43,20,30,100,0.1,2,0.2,False,0.925, 0, 0.9188095238095235
2023-07-19_20:32:22,20,30,100,0.1,2,0.2,True,0.9431818181818182, 0, 0.9204761904761904
2023-07-19_20:34:13,20,30,100,0.1,2,0.2,False,0.9, 0.9159090909090909, 0.9152380952380952
2023-07-19_20:35:55,20,30,100,0.1,2,0.2,True,0.9181818181818182, 0.9409090909090909, 0.9151190476190477
2023-07-19_20:37:37,20,30,100,0.1,2,0.2,False,0.9113636363636364, 0.9227272727272727, 0.9139285714285714
2023-07-19_20:39:19,20,30,100,0.1,2,0.2,True,0.9386363636363636, 0.9409090909090909, 0.9222619047619046
2023-07-19_20:41:23,20,30,100,0.1,2,0.2,False,0.13636363636363635, 0.9159090909090909, 0.9341666666666665
2023-07-19_20:43:01,20,30,100,0.1,2,0.2,True,0.9431818181818182, 0.9113636363636364, 0.9341666666666665
2023-07-19_20:44:59,20,30,100,0.1,2,0.2,False,0.9409090909090909, 0.9227272727272727, 0.9261904761904762
2023-07-19_20:46:43,20,30,100,0.1,2,0.2,True,0.9363636363636364, 0.884090909090909, 0.9298809523809524
2023-07-19_20:48:33,20,30,100,0.1,2,0.2,False,0.9340909090909091, 0.9318181818181818, 0.923095238095238
2023-07-19_20:50:19,20,30,100,0.1,2,0.2,True,0.9409090909090909, 0.9409090909090909, 0.9335714285714285
2023-07-19_20:52:13,20,30,100,0.1,2,0.2,False,0.925, 0.9340909090909091, 0.9280952380952382
2023-07-19_20:53:50,20,30,100,0.1,2,0.2,True,0.925, 0, 0.913690476190476
2023-07-19_20:55:50,20,30,100,0.1,2,0.2,False,0.884090909090909, 0.9295454545454546, 0.9296428571428571
2023-07-19_20:57:29,20,30,100,0.1,2,0.2,True,0.9409090909090909, 0.9386363636363636, 0.9267857142857142
2023-07-19_20:59:17,20,30,100,0.1,5,0.99,False,0.9113636363636364, 0.55, 0.9174999999999999
2023-07-19_21:00:57,20,30,100,0.1,5,0.99,True,0.925, 0, 0.9198809523809522
2023-07-19_21:03:09,20,30,100,0.1,5,0.99,False,0.9318181818181818, 0.7295454545454545, 0.9251190476190476
2023-07-19_21:05:04,20,30,100,0.1,5,0.99,True,0.9409090909090909, 0.8545454545454545, 0.9235714285714286
2023-07-19_21:07:00,20,30,100,0.1,5,0.99,False,0.9181818181818182, 0.41818181818181815, 0.9213095238095237
2023-07-19_21:08:44,20,30,100,0.1,5,0.99,True,0.9090909090909091, 0, 0.9188095238095239
2023-07-19_21:10:17,20,30,100,0.1,5,0.99,False,0.8818181818181818, 0.675, 0.8696428571428572
2023-07-19_21:11:55,20,30,100,0.1,5,0.99,True,0.8886363636363637, 0, 0.9052380952380952
2023-07-19_21:13:39,20,30,100,0.1,5,0.99,False,0.9045454545454545, 0.8454545454545455, 0.9132142857142856
2023-07-19_21:15:21,20,30,100,0.1,5,0.99,True,0.9363636363636364, 0.7204545454545455, 0.9234523809523807
2023-07-19_21:17:19,20,30,100,0.1,5,0.99,False,0.9386363636363636, 0.7295454545454545, 0.9366666666666665
2023-07-19_21:19:03,20,30,100,0.1,5,0.99,True,0.9386363636363636, 0.6977272727272728, 0.9378571428571428
2023-07-19_21:20:58,20,30,100,0.1,5,0.99,False,0.9181818181818182, 0.08636363636363636, 0.9244047619047617
2023-07-19_21:22:41,20,30,100,0.1,5,0.99,True,0.9181818181818182, 0.759090909090909, 0.9238095238095237
2023-07-19_21:24:11,20,30,100,0.1,5,0.99,False,0.8295454545454546, 0.575, 0.8916666666666666
2023-07-19_21:25:49,20,30,100,0.1,5,0.99,True,0.925, 0, 0.9257142857142856
2023-07-19_21:27:39,20,30,100,0.1,5,0.9,False,0.9113636363636364, 0.8090909090909091, 0.9174999999999999
2023-07-19_21:29:19,20,30,100,0.1,5,0.9,True,0.925, 0, 0.9198809523809522
2023-07-19_21:31:17,20,30,100,0.1,5,0.9,False,0.9318181818181818, 0.9090909090909091, 0.9251190476190476
2023-07-19_21:33:00,20,30,100,0.1,5,0.9,True,0.9409090909090909, 0.9227272727272727, 0.9235714285714286
